"MANDT",DIMID,"LENG","MASS","TIMEX","ECURR","TEMP","MOLQU","LIGHT","MSSIE","TEMP_DEP","PRESS_DEP"
"900","VISDYN",0,1,0,0,0,0,0,"PAS",,
"900","VISKIN",2,0,0,0,0,0,0,"M2S",,
"900","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"900","VOLTAG",2,1,0,0,0,0,0,"V",,
"900","VOLUME",3,0,0,0,0,0,0,"M3",,
"900","VPROPO",0,0,0,0,0,0,12,"KMK",,
"909","AAAADL",0,0,0,0,0,0,0,,,
"909","ACBAC",0,0,0,0,0,1,0,"C36",,
"909","ACCEL",1,0,0,0,0,0,0,"MS2",,
"909","CAPACI",0,0,4,2,0,0,0,"F",,
"909","CONDUC",0,0,3,2,0,0,0,"D10",,
"909","DENSI",0,1,0,0,0,0,0,"KGV",,
"909","ECURR",0,0,0,1,0,0,0,"A",,
"909","ENERGY",2,1,0,0,0,0,0,"J",,
"909","EVARA",0,1,0,0,0,0,0,,,
"909","FORCE",1,1,0,0,0,0,0,"N",,
"909","FREQU",0,0,0,0,0,0,0,"HZ",,
"707","FREQU",0,0,0,0,0,0,0,"HZ",,
"909","HYDROL",3,0,0,0,0,0,0,"LMS",,
"909","LENGTH",1,0,0,0,0,0,0,"M",,
"707","HYDROL",3,0,0,0,0,0,0,,,
"707","LENGTH",1,0,0,0,0,0,0,"M",,
"909","LIGHT",0,0,0,0,0,0,1,"CD",,
"707","LIGHT",0,0,0,0,0,0,1,"CD",,
"909","MAGNFD",0,1,0,0,0,0,0,"TES",,
"707","MAGNFD",0,1,0,0,0,0,0,,,
"909","MAPER",0,0,2,0,0,0,0,"kgj",,
"707","MAPER",0,0,2,0,0,0,0,"kgj",,
"707","MASFLO",0,1,0,0,0,0,0,"KGS",,
"909","MASFLO",0,1,0,0,0,0,0,"KGS",,
"707","MASS",0,1,0,0,0,0,0,"KG",,
"909","MASS",0,1,0,0,0,0,0,"KG",,
"505","MOLQU",0,0,0,0,0,1,0,"MOL",,
"707","MASSBD",0,1,0,0,0,0,0,,,
"909","MASSBD",0,1,0,0,0,0,0,"KGF",,
"707","MOENER",2,1,0,0,0,1,0,,,
"909","MOENER",2,1,0,0,0,1,0,"JMO",,
"505","MPROPO",0,0,0,0,0,0,11,,,
"707","MOLMAS",0,1,0,0,0,0,0,,,
"909","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"707","MOLQU",0,0,0,0,0,1,0,"MOL",,
"909","MOLQU",0,0,0,0,0,1,0,"MOL",,
"505","POINTS",0,0,0,0,0,0,9,"P",,
"707","MPROPO",0,0,0,0,0,0,11,,,
"909","MPROPO",0,0,0,0,0,0,11,"KGK",,
"707","POINTS",0,0,0,0,0,0,9,"P",,
"909","PERMEA",0,1,0,0,0,0,10,"PMR",,
"505","POWER",2,1,0,0,0,0,0,"W",,
"707","POWER",2,1,0,0,0,0,0,"W",,
"909","POINTS",0,0,0,0,0,0,9,"P",,
"707","PRESS",0,1,0,0,0,0,0,"PA",,
"505","PRESS",0,1,0,0,0,0,0,"PA",,
"909","POWER",2,1,0,0,0,0,0,"W",,
"707","PROPOR",0,0,0,0,0,0,10,,,
"909","PRESS",0,1,0,0,0,0,0,"PA",,
"707","RESIST",2,1,0,0,0,0,0,"OHM",,
"505","PROPOR",0,0,0,0,0,0,10,,,
"909","PROPOR",0,0,0,0,0,0,10,"1",,
"707","ROUNDS",1,0,1,0,0,0,0,,,
"909","RESIST",2,1,0,0,0,0,0,"OHM",,
"505","RESIST",2,1,0,0,0,0,0,"OHM",,
"707","SDL",0,0,0,0,0,0,22,,,"X"
"909","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"707","SPAEQU",0,0,0,0,0,1,0,,,
"505","ROUNDS",1,0,1,0,0,0,0,,,
"909","SPARAD",0,0,0,0,0,0,0,"BQK",,
"203","EVARA",0,1,0,0,0,0,0,,,
"720","RESIST",2,1,0,0,0,0,0,"OHM",,
"909","SPEED",1,0,0,0,0,0,0,"M/S",,
"707","SPARAD",0,0,0,0,0,0,0,,,
"505","SPAEQU",0,0,0,0,0,1,0,,,
"909","SPENER",2,0,0,0,0,0,0,"JKG",,
"707","SPEED",1,0,0,0,0,0,0,"M/S",,
"203","FORCE",1,1,0,0,0,0,0,"N",,
"720","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"707","SPENER",2,0,0,0,0,0,0,,,
"505","SPARAD",0,0,0,0,0,0,0,,,
"909","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"707","STEXKZ",0,1,0,0,0,0,0,,,
"203","FREQU",0,0,0,0,0,0,0,"HZ",,
"909","SPREST",3,1,0,0,0,0,0,"OM",,
"720","SPARAD",0,0,0,0,0,0,0,"BQK",,
"707","SURFAC",2,0,0,0,0,0,0,"M2",,
"505","SPEED",1,0,0,0,0,0,0,"M/S",,
"909","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"707","SURFTE",0,1,0,0,0,0,0,,,
"203","HYDROL",3,0,0,0,0,0,0,"LMS",,
"720","SPEED",1,0,0,0,0,0,0,"M/S",,
"909","SURFAC",2,0,0,0,0,0,0,"M2",,
"505","SPENER",2,0,0,0,0,0,0,,,
"707","SURINV",0,0,0,0,0,0,0,"M2I",,
"909","SURFTE",0,1,0,0,0,0,0,"NM",,
"203","LENGTH",1,0,0,0,0,0,0,"M",,
"720","SPENER",2,0,0,0,0,0,0,"JKG",,
"707","TEMP",0,0,0,0,1,0,0,"K",,
"505","STEXKZ",0,1,0,0,0,0,0,,,
"909","SURINV",0,0,0,0,0,0,0,"M2I",,
"203","LIGHT",0,0,0,0,0,0,1,"CD",,
"909","TEMP",0,0,0,0,1,0,0,"K",,
"720","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"707","TEMPRT",0,0,0,0,1,0,0,,,
"505","SURFAC",2,0,0,0,0,0,0,"M2",,
"909","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"707","TIME",0,0,1,0,0,0,0,"S",,
"720","SPREST",3,1,0,0,0,0,0,"OM",,
"203","MAGNFD",0,1,0,0,0,0,0,"TES",,
"909","THCOND",1,1,0,0,0,0,0,"WMK","X",
"707","TKONZ",0,0,0,0,0,0,0,,,
"505","SURFTE",0,1,0,0,0,0,0,,,
"720","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"203","MAPER",0,0,2,0,0,0,0,"kgj",,
"909","TIME",0,0,1,0,0,0,0,"S",,
"707","VISDYN",0,1,0,0,0,0,0,"PAS",,
"909","TKONZ",0,0,0,0,0,0,0,"TM3",,
"720","SURFAC",2,0,0,0,0,0,0,"M2",,
"707","VISKIN",2,0,0,0,0,0,0,"M2S",,
"505","SURINV",0,0,0,0,0,0,0,"M2I",,
"203","MASFLO",0,1,0,0,0,0,0,"KGS",,
"909","VISDYN",0,1,0,0,0,0,0,"PAS",,
"707","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"720","SURFTE",0,1,0,0,0,0,0,"NM",,
"909","VISKIN",2,0,0,0,0,0,0,"M2S",,
"707","VOLTAG",2,1,0,0,0,0,0,"V",,
"505","TEMP",0,0,0,0,1,0,0,"K",,
"203","MASS",0,1,0,0,0,0,0,"KG",,
"707","VOLUME",3,0,0,0,0,0,0,"M3",,
"720","SURINV",0,0,0,0,0,0,0,"M2I",,
"909","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"505","TEMPRT",0,0,0,0,1,0,0,,,
"707","VPROPO",0,0,0,0,0,0,12,,,
"203","MASSBD",0,1,0,0,0,0,0,"KGF",,
"909","VOLTAG",2,1,0,0,0,0,0,"V",,
"720","TEMP",0,0,0,0,1,0,0,"K",,
"708","AAAADL",0,0,0,0,0,0,0,,"X","X"
"505","TIME",0,0,1,0,0,0,0,"S",,
"909","VOLUME",3,0,0,0,0,0,0,"M3",,
"203","MOENER",2,1,0,0,0,1,0,"JMO",,
"708","ACCEL",1,0,0,0,0,0,0,"MS2",,
"909","VPROPO",0,0,0,0,0,0,12,"KMK",,
"720","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"505","TKONZ",0,0,0,0,0,0,0,,,
"708","CAPACI",0,0,4,2,0,0,0,,,
"910","AAAADL",0,0,0,0,0,0,0,,,
"203","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"708","CONDUC",0,0,3,2,0,0,0,"D10",,
"910","ACBAC",0,0,0,0,0,1,0,"C36",,
"720","THCOND",1,1,0,0,0,0,0,"WMK","X",
"505","VISDYN",0,1,0,0,0,0,0,"PAS",,
"910","ACCEL",1,0,0,0,0,0,0,"MS2",,
"708","DENSI",0,1,0,0,0,0,0,"KGV",,
"203","MOLQU",0,0,0,0,0,1,0,"MOL",,
"720","TIME",0,0,1,0,0,0,0,"S",,
"910","CAPACI",0,0,4,2,0,0,0,"F",,
"708","ECURR",0,0,0,1,0,0,0,"A",,
"505","VISKIN",2,0,0,0,0,0,0,"M2S",,
"203","MPROPO",0,0,0,0,0,0,11,"KGK",,
"708","ENERGY",2,1,0,0,0,0,0,"J",,
"910","CONDUC",0,0,3,2,0,0,0,"D10",,
"720","TKONZ",0,0,0,0,0,0,0,"TM3",,
"708","FORCE",1,1,0,0,0,0,0,"N",,
"910","DENSI",0,1,0,0,0,0,0,"KGV",,
"505","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"203","POINTS",0,0,0,0,0,0,9,"P",,
"720","VISDYN",0,1,0,0,0,0,0,"PAS",,
"708","FREQU",0,0,0,0,0,0,0,"HZ",,
"910","ECURR",0,0,0,1,0,0,0,"A",,
"708","HYDROL",3,0,0,0,0,0,0,,,
"910","ENERGY",2,1,0,0,0,0,0,"J",,
"203","POWER",2,1,0,0,0,0,0,"W",,
"505","VOLTAG",2,1,0,0,0,0,0,"V",,
"720","VISKIN",2,0,0,0,0,0,0,"M2S",,
"708","LENGTH",1,0,0,0,0,0,0,"M",,
"910","EVARA",0,1,0,0,0,0,0,,,
"708","LIGHT",0,0,0,0,0,0,1,"CD",,
"203","PRESS",0,1,0,0,0,0,0,"PA",,
"720","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"505","VOLUME",3,0,0,0,0,0,0,"M3",,
"910","FORCE",1,1,0,0,0,0,0,"N",,
"708","MAGNFD",0,1,0,0,0,0,0,,,
"720","VOLTAG",2,1,0,0,0,0,0,"V",,
"555","CAPACI",0,0,4,2,0,0,0,,,
"910","FREQU",0,0,0,0,0,0,0,"HZ",,
"708","MAPER",0,0,2,0,0,0,0,"kgj",,
"203","PROPOR",0,0,0,0,0,0,10,"1",,
"505","VPROPO",0,0,0,0,0,0,12,,,
"708","MASFLO",0,1,0,0,0,0,0,"KGS",,
"910","HYDROL",3,0,0,0,0,0,0,"LMS",,
"720","VOLUME",3,0,0,0,0,0,0,"M3",,
"203","RESIST",2,1,0,0,0,0,0,"OHM",,
"910","LENGTH",1,0,0,0,0,0,0,"M",,
"708","MASS",0,1,0,0,0,0,0,"KG",,
"555","DENSI",0,1,0,0,0,0,0,"KGV",,
"506","AAAADL",0,0,0,0,0,0,0,,"X","X"
"708","MASSBD",0,1,0,0,0,0,0,,,
"910","LIGHT",0,0,0,0,0,0,1,"CD",,
"720","VPROPO",0,0,0,0,0,0,12,"KMK",,
"410","TEMPRT",0,0,0,0,1,0,0,,,
"203","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"555","DOSRAT",2,0,0,0,0,0,0,"SVS",,
"708","MOENER",2,1,0,0,0,1,0,,,
"910","MAGNFD",0,1,0,0,0,0,0,"TES",,
"708","MOLMAS",0,1,0,0,0,0,0,,,
"555","ECURR",0,0,0,1,0,0,0,"A",,
"506","ACCEL",1,0,0,0,0,0,0,"MS2",,
"910","MAPER",0,0,2,0,0,0,0,"kgj",,
"732","AAAADL",0,0,0,0,0,0,0,,"X","X"
"203","SPARAD",0,0,0,0,0,0,0,"BQK",,
"708","MOLQU",0,0,0,0,0,1,0,"MOL",,
"410","TIME",0,0,1,0,0,0,0,"S",,
"555","ENERGY",2,1,0,0,0,0,0,"J",,
"910","MASFLO",0,1,0,0,0,0,0,"KGS",,
"708","MPROPO",0,0,0,0,0,0,11,,,
"732","ACCEL",1,0,0,0,0,0,0,"MS2",,
"506","CAPACI",0,0,4,2,0,0,0,,,
"555","FORCE",1,1,0,0,0,0,0,"N",,
"203","SPEED",1,0,0,0,0,0,0,"M/S",,
"410","TKONZ",0,0,0,0,0,0,0,,,
"910","MASS",0,1,0,0,0,0,0,"KG",,
"708","POINTS",0,0,0,0,0,0,9,"P",,
"732","CAPACI",0,0,4,2,0,0,0,,,
"555","FREQU",0,0,0,0,0,0,0,"HZ",,
"910","MASSBD",0,1,0,0,0,0,0,"KGF",,
"708","POWER",2,1,0,0,0,0,0,"W",,
"732","CONDUC",0,0,3,2,0,0,0,"D10",,
"506","CONDUC",0,0,3,2,0,0,0,"D10",,
"203","SPENER",2,0,0,0,0,0,0,"JKG",,
"910","MOENER",2,1,0,0,0,1,0,"JMO",,
"555","HYDROL",3,0,0,0,0,0,0,,,
"708","PRESS",0,1,0,0,0,0,0,"PA",,
"410","VISDYN",0,1,0,0,0,0,0,"PAS",,
"732","DENSI",0,1,0,0,0,0,0,"KGV",,
"910","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"708","PROPOR",0,0,0,0,0,0,10,,,
"506","DENSI",0,1,0,0,0,0,0,"KGV",,
"555","LENGTH",1,0,0,0,0,0,0,"M",,
"732","ECURR",0,0,0,1,0,0,0,"A",,
"203","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"708","RESIST",2,1,0,0,0,0,0,"OHM",,
"410","VISKIN",2,0,0,0,0,0,0,"M2S",,
"910","MOLQU",0,0,0,0,0,1,0,"MOL",,
"555","LIGHT",0,0,0,0,0,0,1,"CD",,
"732","ENERGY",2,1,0,0,0,0,0,"J",,
"708","ROUNDS",1,0,1,0,0,0,0,,,
"203","SPREST",3,1,0,0,0,0,0,"OM",,
"506","ECURR",0,0,0,1,0,0,0,"A",,
"910","MPROPO",0,0,0,0,0,0,11,"KGK",,
"708","SDL",0,0,0,0,0,0,22,,,"X"
"732","FORCE",1,1,0,0,0,0,0,"N",,
"555","MAGNFD",0,1,0,0,0,0,0,,,
"410","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"203","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"506","ENERGY",2,1,0,0,0,0,0,"J",,
"910","PERMEA",0,1,0,0,0,0,10,"PMR",,
"708","SPAEQU",0,0,0,0,0,1,0,,,
"732","FREQU",0,0,0,0,0,0,0,"HZ",,
"555","MASFLO",0,1,0,0,0,0,0,"KGS",,
"910","POINTS",0,0,0,0,0,0,9,"P",,
"708","SPARAD",0,0,0,0,0,0,0,,,
"203","SURFAC",2,0,0,0,0,0,0,"M2",,
"410","VOLTAG",2,1,0,0,0,0,0,"V",,
"506","FORCE",1,1,0,0,0,0,0,"N",,
"732","HYDROL",3,0,0,0,0,0,0,,,
"555","MASS",0,1,0,0,0,0,0,"KG",,
"708","SPEED",1,0,0,0,0,0,0,"M/S",,
"910","POWER",2,1,0,0,0,0,0,"W",,
"732","LENGTH",1,0,0,0,0,0,0,"M",,
"203","SURFTE",0,1,0,0,0,0,0,"NM",,
"910","PRESS",0,1,0,0,0,0,0,"PA",,
"732","LIGHT",0,0,0,0,0,0,1,"CD",,
"410","VOLUME",3,0,0,0,0,0,0,"M3",,
"506","FREQU",0,0,0,0,0,0,0,"HZ",,
"555","MASSBD",0,1,0,0,0,0,0,,,
"708","SPENER",2,0,0,0,0,0,0,,,
"910","PROPOR",0,0,0,0,0,0,10,"1",,
"203","SURINV",0,0,0,0,0,0,0,"M2I",,
"732","MAGNFD",0,1,0,0,0,0,0,,,
"555","MOENER",2,1,0,0,0,1,0,,,
"708","STEXKZ",0,1,0,0,0,0,0,,,
"410","VPROPO",0,0,0,0,0,0,12,,,
"910","RESIST",2,1,0,0,0,0,0,"OHM",,
"732","MAPER",0,0,2,0,0,0,0,"kgj",,
"555","MOLMAS",0,1,0,0,0,0,0,,,
"506","HYDROL",3,0,0,0,0,0,0,,,
"600","SPARAD",0,0,0,0,0,0,0,,,
"203","TEMP",0,0,0,0,1,0,0,"K",,
"708","SURFAC",2,0,0,0,0,0,0,"M2",,
"732","MASFLO",0,1,0,0,0,0,0,"KGS",,
"910","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"412","AAAADL",0,0,0,0,0,0,0,,"X","X"
"555","MOLQU",0,0,0,0,0,1,0,"MOL",,
"708","SURFTE",0,1,0,0,0,0,0,,,
"732","MASS",0,1,0,0,0,0,0,"KG",,
"506","LENGTH",1,0,0,0,0,0,0,"M",,
"203","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"708","SURINV",0,0,0,0,0,0,0,"M2I",,
"910","SPARAD",0,0,0,0,0,0,0,"BQK",,
"555","MPROPO",0,0,0,0,0,0,11,,,
"732","MASSBD",0,1,0,0,0,0,0,,,
"412","ACCEL",1,0,0,0,0,0,0,"MS2",,
"708","TEMP",0,0,0,0,1,0,0,"K",,
"910","SPEED",1,0,0,0,0,0,0,"M/S",,
"555","POINTS",0,0,0,0,0,0,9,,,
"600","SPEED",1,0,0,0,0,0,0,"M/S",,
"732","MOENER",2,1,0,0,0,1,0,,,
"203","THCOND",1,1,0,0,0,0,0,"WMK","X",
"506","LIGHT",0,0,0,0,0,0,1,"CD",,
"708","TEMPRT",0,0,0,0,1,0,0,,,
"910","SPENER",2,0,0,0,0,0,0,"JKG",,
"555","POWER",2,1,0,0,0,0,0,"W",,
"412","CAPACI",0,0,4,2,0,0,0,,,
"732","MOLMAS",0,1,0,0,0,0,0,,,
"708","TIME",0,0,1,0,0,0,0,"S",,
"910","SPHCAP",2,0,0,0,0,0,0,"JKK","X",
"555","PRESS",0,1,0,0,0,0,0,"PA",,
"203","TIME",0,0,1,0,0,0,0,"S",,
"600","SPENER",2,0,0,0,0,0,0,,,
"732","MOLQU",0,0,0,0,0,1,0,"MOL",,
"708","TKONZ",0,0,0,0,0,0,0,,,
"412","DENSI",0,1,0,0,0,0,0,"KGV",,
"910","SPREST",3,1,0,0,0,0,0,"OM",,
"555","PROPOR",0,0,0,0,0,0,10,,,
"506","MAGNFD",0,1,0,0,0,0,0,,,
"732","MPROPO",0,0,0,0,0,0,11,,,
"203","TKONZ",0,0,0,0,0,0,0,"TM3",,
"708","VISDYN",0,1,0,0,0,0,0,"PAS",,
"600","STEXKZ",0,1,0,0,0,0,0,,,
"910","STEXKZ",0,1,0,0,0,0,0,"MPZ",,
"555","RESIST",2,1,0,0,0,0,0,"OHM",,
"732","POINTS",0,0,0,0,0,0,9,"P",,
"412","ECURR",0,0,0,1,0,0,0,"A",,
"708","VISKIN",2,0,0,0,0,0,0,"M2S",,
"506","MAPER",0,0,2,0,0,0,0,"kgj",,
"555","ROUNDS",1,0,1,0,0,0,0,,,
"910","SURFAC",2,0,0,0,0,0,0,"M2",,
"600","SURFAC",2,0,0,0,0,0,0,"M2",,
"708","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"203","VISDYN",0,1,0,0,0,0,0,"PAS",,
"732","POWER",2,1,0,0,0,0,0,"W",,
"506","MASFLO",0,1,0,0,0,0,0,"KGS",,
"555","SPAEQU",0,0,0,0,0,1,0,,,
"910","SURFTE",0,1,0,0,0,0,0,"NM",,
"732","PRESS",0,1,0,0,0,0,0,"PA",,
"708","VOLTAG",2,1,0,0,0,0,0,"V",,
"412","ENERGY",2,1,0,0,0,0,0,"J",,
"732","PROPOR",0,0,0,0,0,0,10,,,
"555","SPARAD",0,0,0,0,0,0,0,"BQK",,
"506","MASS",0,1,0,0,0,0,0,"KG",,
"203","VISKIN",2,0,0,0,0,0,0,"M2S",,
"708","VOLUME",3,0,0,0,0,0,0,"M3",,
"600","SURFTE",0,1,0,0,0,0,0,,,
"732","RESIST",2,1,0,0,0,0,0,"OHM",,
"555","SPEED",1,0,0,0,0,0,0,"M/S",,
"412","FORCE",1,1,0,0,0,0,0,"N",,
"708","VPROPO",0,0,0,0,0,0,12,,,
"732","ROUNDS",1,0,1,0,0,0,0,,,
"506","MASSBD",0,1,0,0,0,0,0,,,
"709","AAAADL",0,0,0,0,0,0,0,,"X","X"
"910","SURINV",0,0,0,0,0,0,0,"M2I",,
"203","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"555","SPENER",2,0,0,0,0,0,0,,,
"732","SPAEQU",0,0,0,0,0,1,0,,,
"600","SURINV",0,0,0,0,0,0,0,"M2I",,
"709","ACCEL",1,0,0,0,0,0,0,"MS2",,
"412","FREQU",0,0,0,0,0,0,0,"HZ",,
"910","TEMP",0,0,0,0,1,0,0,"K",,
"506","MOENER",2,1,0,0,0,1,0,,,
"555","STEXKZ",0,1,0,0,0,0,0,,,
"732","SPARAD",0,0,0,0,0,0,0,,,
"709","CAPACI",0,0,4,2,0,0,0,,,
"910","TEMPRT",0,0,0,0,1,0,0,"KMS",,
"203","VOLTAG",2,1,0,0,0,0,0,"V",,
"412","HYDROL",3,0,0,0,0,0,0,,,
"506","MOLMAS",0,1,0,0,0,0,0,,,
"600","TEMP",0,0,0,0,1,0,0,"K",,
"555","SURCNT",0,0,0,0,0,0,0,"BM2",,
"910","THCOND",1,1,0,0,0,0,0,"WMK","X",
"709","CONDUC",0,0,3,2,0,0,0,"D10",,
"732","SPEED",1,0,0,0,0,0,0,"M/S",,
"203","VOLUME",3,0,0,0,0,0,0,"M3",,
"555","SURFAC",2,0,0,0,0,0,0,"M2",,
"732","SPENER",2,0,0,0,0,0,0,,,
"600","TEMPRT",0,0,0,0,1,0,0,,,
"709","DENSI",0,1,0,0,0,0,0,"KGV",,
"412","LENGTH",1,0,0,0,0,0,0,"M",,
"910","TIME",0,0,1,0,0,0,0,"S",,
"506","MOLQU",0,0,0,0,0,1,0,"MOL",,
"203","VPROPO",0,0,0,0,0,0,12,"KMK",,
"555","SURFTE",0,1,0,0,0,0,0,,,
"709","ECURR",0,0,0,1,0,0,0,"A",,
"215","MOENER",2,1,0,0,0,1,0,"JMO",,
"732","STEXKZ",0,1,0,0,0,0,0,,,
"910","TKONZ",0,0,0,0,0,0,0,"TM3",,
"600","TIME",0,0,1,0,0,0,0,"S",,
"555","SURINV",0,0,0,0,0,0,0,"M2I",,
"709","ENERGY",2,1,0,0,0,0,0,"J",,
"412","LIGHT",0,0,0,0,0,0,1,"CD",,
"910","VISDYN",0,1,0,0,0,0,0,"PAS",,
"204","AAAADL",0,0,0,0,0,0,0,,,
"555","TEMP",0,0,0,0,1,0,0,"K",,
"506","MPROPO",0,0,0,0,0,0,11,,,
"732","SURFAC",2,0,0,0,0,0,0,"M2",,
"709","FORCE",1,1,0,0,0,0,0,"N",,
"600","TKONZ",0,0,0,0,0,0,0,,,
"215","MOLMAS",0,1,0,0,0,0,0,"KGM",,
"555","TEMPRT",0,0,0,0,1,0,0,,,
"412","MAGNFD",0,1,0,0,0,0,0,,,
"709","FREQU",0,0,0,0,0,0,0,"HZ",,
"910","VISKIN",2,0,0,0,0,0,0,"M2S",,
"732","SURFTE",0,1,0,0,0,0,0,,,
"555","TIME",0,0,1,0,0,0,0,"S",,
"506","POINTS",0,0,0,0,0,0,9,"P",,
"910","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"204","ACBAC",0,0,0,0,0,1,0,"C36",,
"709","HYDROL",3,0,0,0,0,0,0,,,
"412","MASFLO",0,1,0,0,0,0,0,"KGS",,
"215","MOLQU",0,0,0,0,0,1,0,"MOL",,
"555","TKONZ",0,0,0,0,0,0,0,,,
"600","VISDYN",0,1,0,0,0,0,0,"PAS",,
"732","SURINV",0,0,0,0,0,0,0,"M2I",,
"709","LENGTH",1,0,0,0,0,0,0,"M",,
"555","VISDYN",0,1,0,0,0,0,0,"PAS",,
"506","POWER",2,1,0,0,0,0,0,"W",,
"910","VOLTAG",2,1,0,0,0,0,0,"V",,
"412","MASS",0,1,0,0,0,0,0,"KG",,
"204","ACCEL",1,0,0,0,0,0,0,"MS2",,
"732","TEMP",0,0,0,0,1,0,0,"K",,
"600","VISKIN",2,0,0,0,0,0,0,"M2S",,
"709","LIGHT",0,0,0,0,0,0,1,"CD",,
"555","VISKIN",2,0,0,0,0,0,0,"M2S",,
"215","MPROPO",0,0,0,0,0,0,11,"KGK",,
"910","VOLUME",3,0,0,0,0,0,0,"M3",,
"204","CAPACI",0,0,4,2,0,0,0,"F",,
"506","PRESS",0,1,0,0,0,0,0,"PA",,
"412","MASSBD",0,1,0,0,0,0,0,,,
"709","MAGNFD",0,1,0,0,0,0,0,,,
"555","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"732","TEMPRT",0,0,0,0,1,0,0,,,
"910","VPROPO",0,0,0,0,0,0,12,"KMK",,
"600","VOLFLO",3,0,0,0,0,0,0,"M3S",,
"215","POINTS",0,0,0,0,0,0,9,"P",,
"204","CONDUC",0,0,3,2,0,0,0,"D10",,
"709","MAPER",0,0,2,0,0,0,0,"kgj",,
"555","VOLTAG",2,1,0,0,0,0,0,"V",,
"506","PROPOR",0,0,0,0,0,0,10,,,
"940","AAAADL",0,0,0,0,0,0,0,,,
"412","MOENER",2,1,0,0,0,1,0,,,
"732","TIME",0,0,1,0,0,0,0,"S",,
"600","VOLTAG",2,1,0,0,0,0,0,"V",,
"215","POWER",2,1,0,0,0,0,0,"W",,
"204","DENSI",0,1,0,0,0,0,0,"KGV",,
"555","VOLUME",3,0,0,0,0,0,0,"M3",,
"709","MASFLO",0,1,0,0,0,0,0,"KGS",,
"940","ACBAC",0,0,0,0,0,1,0,"C36",,
"506","RESIST",2,1,0,0,0,0,0,"OHM",,
"412","MOLMAS",0,1,0,0,0,0,0,,,
"555","VPROPO",0,0,0,0,0,0,12,,,
"600","VOLUME",3,0,0,0,0,0,0,"M3",,
"940","ACCEL",1,0,0,0,0,0,0,"MS2",,
"709","MASS",0,1,0,0,0,0,0,"KG",,
"732","TKONZ",0,0,0,0,0,0,0,,,
"204","ECURR",0,0,0,1,0,0,0,"A",,
"215","PRESS",0,1,0,0,0,0,0,"PA",,
"506","ROUNDS",1,0,1,0,0,0,0,,,
"557","AAAADL",0,0,0,0,0,0,0,,"X","X"
"709","MASSBD",0,1,0,0,0,0,0,,,
"940","CAPACI",0,0,4,2,0,0,0,"F",,
"412","MOLQU",0,0,0,0,0,1,0,"MOL",,
"557","ACCEL",1,0,0,0,0,0,0,"MS2",,
"215","PROPOR",0,0,0,0,0,0,10,"1",,
"204","ENERGY",2,1,0,0,0,0,0,"J",,
"600","VPROPO",0,0,0,0,0,0,12,,,
"709","MOENER",2,1,0,0,0,1,0,,,
"940","CONDUC",0,0,3,2,0,0,0,"D10",,
"557","CAPACI",0,0,4,2,0,0,0,,,
"732","VISDYN",0,1,0,0,0,0,0,"PAS",,
"506","SDL",0,0,0,0,0,0,22,,,"X"
"709","MOLMAS",0,1,0,0,0,0,0,,,
"412","MPROPO",0,0,0,0,0,0,11,,,
"557","CONDUC",0,0,3,2,0,0,0,"D10",,
"506","SPAEQU",0,0,0,0,0,1,0,,,
"215","RESIST",2,1,0,0,0,0,0,"OHM",,
"732","VISKIN",2,0,0,0,0,0,0,"M2S",,
"601","AAAADL",0,0,0,0,0,0,0,,"X","X"
"709","MOLQU",0,0,0,0,0,1,0,"MOL",,
"204","EVARA",0,1,0,0,0,0,0,,,
"940","DENSI",0,1,0,0,0,0,0,"KGV",,
"557","DENSI",0,1,0,0,0,0,0,"KGV",,
"412","POINTS",0,0,0,0,0,0,9,,,
"940","ECURR",0,0,0,1,0,0,0,"A",,
"709","MPROPO",0,0,0,0,0,0,11,,,
"215","SPAEQU",0,0,0,0,0,1,0,"MOK",,
"506","SPARAD",0,0,0,0,0,0,0,,,
"601","ACCEL",1,0,0,0,0,0,0,"MS2",,
